comment,n_star,date_time,label
sản_phẩm nói_chung ổn pin trâuchụp hình đẹpgame mượt nhân_viên nhiệt_tình chu_đáo,4,15/05/2019,Positive
điện_thoại mới mua 1 tháng mở mạng khoảng 30p điện_thoại nóng sao,3,12/10/2019,Negative
trải nghiệm đc 5 ngày e thấy 1 vài lỗi tắt wifi 1 thời_gian tự bật ko sử_dụng tụt pin nhanh ý ko app ngầm sạc lâu,4,19/02/2020,Negative
che phần tai_nghe chế_độ giúp bạn bỏ_túi cấn máy máy ấn tào_lao thường lỗi bạn than_phiền bạn biết tính_năng máy dùng tốt pin trâu cấu_hình đủ chơi game nói_chung tuyệt cảm_biến hồng_ngoại tiện_lợi quá êm chê mẹ,5,12/5/2020,Positive
ko chơi game lướt web xem phim mạng xã_hội dùng gần 3 tháng thấy ổn ko ưa tấm nền hãng nói ips mình khẳng_định tft,5,1/2/2020,Negative
quá ngon mng ơi chơi pubg mb cấu_hình trung_bình cực_kì ổn pin trâu k tin nchung dòng đt tui thích k thua đượcccc,5,17/03/2019,Positive
mua mẹ dùng rất thít màng to nghe rõ âm_thanh tốt lướt web cũng nhanh với lại được bảo_hành 18 tháng 1 đổi 1 hơn 101 ngày bị lỗi kỷ thuật rất uy tính nhân_viên rất nhiệt_tình dễ mến tư_vấn kỷ 1tr4 cũng được chiếc máy rất tốt,5,7/4/2020,Positive
chơi game màng hình a31 nhạy luôn khựng mọi thứ khác tạm ổn chụp hình ok mạng 4g mạnh,3,16/05/2020,Neutral
điện_thoại quá ngon trong tầm giá còn nói quá hài_lòng,5,9/8/2020,Positive
mới mua 3 ngày đầu_tiên_cảm_nhận đẹp cảm_ứng hay đơ cảm_ứng hay nhảy lung_tung màn_hình hay đơ nhận vân tay mặc_dù mình xài dòng đt cảm_biến vân tay lâu biết cách tạo 2 vân tay 1 ngón dễ mở hơn pin nhanh tụt dung_lượng 4500mah nó nói_chung tệmong bản vá kịp_thời,3,29/04/2019,Negative
mình cài_đặt khóa vân tay máy mở vân tay mở kiểu quẹt hình face id ko nhạy mình khóa xoay máy chế_độ thông_minh xoay mình luôn,4,23/02/2020,Negative
mình mới mua 2 ngày pin 5000 nhanh hết sạc 10w khá nhanh màn_hình to hơi rổ camera chụp ok vân tay nhạy realme ui dễ dùng tùy biến ko lag mình mua bản 364 khá dư dã chip mạnh chủ_yếu mình dùng bình_thường chơi game ko lag load ap nhanh đa_nhiệm chạy cỡ 10 ap nhẹ còn nặng chắc cỡ 5 ap hơi tiếc realme ko tặng tai_nghe thôi kệ mk ít dùng loa nghe ổn to dùng okkk 5 sao,5,15/07/2020,Positive
làm_sao tắt_âm chụp màn_hình sd camera ạ trừ trường_hợp tắt nút chuông bên trái,3,27/12/2019,Negative
mua máy 4 tháng pin còn 98 máy mượt chiến cross fire bao ngon camera chụp nét pin đủ dùng 24 h nói_chung bỏ 13 triệu uổng_phí tí nào đáng đồng_tiền bát gạo o,5,1/7/2019,Positive
ai mua samsung a10s rồimà cập_nhật phần_mềm phiên_bản mớithì hãy cài đặc cập_nhật phiên_bản mớithì hết lỗi sạc sáng màn hìnhvà máy chạy mượt hơncamera chụp sángđep hơntất cả mọi thứ ok hếtxài tốttầm giá tuy hơi cao hơn trung quốc phân khúc chấp_nhận đươc hàng chất_lượng đến thương_hiệu nổi tiếngnên yên_tâm mua xài,4,25/10/2019,Neutral
máy sài mượt cấu_hình chạy nhanh thiết_kế nhỏ gọn thuận_tiện máy đẹp nhân viện nhiệt_tình,5,8/1/2019,Positive
dùng 3 tháng thấy máy dùng dất tốtmáy ngon chơi game mượt fps cao chụp hình gọi ổn mang trải nghiệm mới mình hỏi lắp sim 2 ở đâu,5,6/4/2020,Positive
m mới lấy hồi sángquả thật sd dc vài giờ cố_nhân xét sauphải nói quả_đất nhất pin trâu làmmàn hình muốn chạy nhẹ nhanh ánh_sáng rõtốt trong tầm giánên mua,5,3/4/2020,Positive
mới lấy hôm 8t690 xài thích mượt pin trâu chụp hình đẹp ốp lưng hãng tặng ko bảo_vệ dc camera,5,22/03/2020,Positive
phục_vụ tận_tình chu_đáo máy dùng tốt thêm chương_trình giảm_giá quá tuyệt_vời đánh_giá,5,26/06/2020,Positive
3 ngày sử_dụng cảm_nhận mình ưu_điểm pin ok màn_hình lcd 65 in hiển_thị khá đẹp đánh_giá riêng mình màn lcd xài ổn_định hơn bền hơn amoled dòng cao_cấp ss tính_năng đầy_đủ dùng ứng_dụng bên thứ 3 camera ok đẹp trong tầm giá vân tay nhanh nhược_điểm camera quá lồi xài ốp lưng còn lồi dễ trầy máy nhìn đẹp xài ốp lưng,4,6/11/2019,Positive
camera quá mờ tối thuibật 4g xài thi vô game chơi chả đxlâu lâu giật lắc đứg máy luôn mở bằg khuôn_mặt chậm mới dx hơn 1 thág thấy chánbắt wifi kém,2,20/04/2020,Negative
máy đẹp chụp hình siêu đẹp gam 128g nhân_viên điện_máy xanh tam nông đồng_tháp tư_vấn nhiệt_tình thái_độ phục_vụ tốt,5,18/04/2020,Positive
mình mua gần 1 tuần cảm_nhận máy khá ổn vân tay nhạy dán kính cường_lực dán k còn nhạy lắm nhận_dạng khuôn_mặt nhanh mình k dùng vân tay mọi thứ mình khá ok tầm giá,4,10/10/2019,Neutral
máy xài một thời_gian sao choi game tình_trạng giật lắc quá v shop chạy mượt,3,15/08/2020,Negative
nếu mua fb chụp hình hay mạng bình_thường okđược iphone sang tí thôi chơi game nóng kinh_khủng pin yếuchơi liên quận gần 2h sậpcòn tác vụ thống thường được ngaymua thêm pin sạc dự_phòng 20k mới mua dc mấy định đổi,4,15/05/2019,Negative
sp tốt cam hơi tệ chơi game mượt hơn a72018,5,23/02/2020,Positive
máy dùng ok mình trải nghiệm dc 3 tuần cam đẹp pin trâu tiếc mình ăn_trộm lấy mất máy,4,15/02/2020,Positive
dùng gần 1 tháng nay thấy ok mọi thứ ảnh chụp đẹp sao mấy bác chê nhìu dzị,4,20/04/2019,Positive
vân tay cảm_ứng kiểu bất_tiện ai dùng tay_trái nhỉ giá mở khóa vân tay đặt trong màn_hình hoạc giữ ở vị_trí lưng ok,1,28/06/2020,Negative
mình đặt joy3 mua về dùng 2 ngày phát_hiện lỗi chụp hình_ảnh trực_tiếp trong tin nhắn zalo lỗi mình đổi máy lần 2 lỗi đành trả mặc_dù sản_phẩm mình ưng_ý mình ko cơ_hội dùng,4,19/02/2020,Negative
sài ổn liên_quân mượt camera tâm ổn hỏi ảo 1 tí pin tương_đối ok mới mua hôm j nhận_xét,5,11/8/2019,Positive
cảm_biến vân tay tệ quá mức ăn sai_lầm mua samsung xử_lý lỗi vân tay,1,15/08/2020,Negative
điện_thoại tốt mình đâu thấy quảng_cáo đâu ko hề nóng máy hay wifi yếu người nói máy chụp hình đẹp tốt lắm,5,20/02/2020,Positive
thật một sản_phẩm tệ máy thao_tác vuốt chậm đơ dùng lâu đầu còn mượt dùng 1015 phút đơ khựng toàn_tập mặc_dù chơi game,1,9/3/2020,Negative
sản_phẩm mình dùng đc hơn 4 tháng cam ổn cấu_hình mượt pin vó thể gọi ổn chơi game liên_tục tầm đc 4h50 còn bth lướt fb tik tok đc tầm 1 ngày rưỡi game tầm 2 tiếng hơi nóng mayd một xíu ko sao nói_chung sản phảm tốt hợp vs giá tiền,4,16/08/2020,Positive
mới nhận hàng hôm máy đẹp loa ổn hiệu_năng ok tuy_nhiên miui 11 android 10 tối_ưu tốt lắm giao_diện gọi điện thuần google tùy biến tài_khoản micloud đồng_bộ cuộc_gọi tin nhắn hdr youtube tối_ưu lắm,4,4/4/2020,Positive
máy sạc pin quá chậm mất 5 tiếng sạc đầy pin cấu_hình tầm trung lướt web facebook dc,3,2/4/2019,Negative
mình thấy sản_phẩm sài tốt giá thế ok chơi game liên quânpupg lướt web facebook zalo mượt ok máy gam 3ghi chạy con chip snapdron 632 máy ổn_định camera xấu thât quay_phim kg dc 4k full hd nó dừng ở hd hoặc hd thôimình mua ngày 142 tới giờ máy ok,5,21/02/2020,Positive
máy tầm giá oke mấy bố đòi ứng_dụng nặng thế mua máy cao dùng,5,14/03/2020,Positive
mới mua dc 1 tuần nói_chung giá con quá ngon pin tương_đối ổn dùng ít thoải_mái 2 ngày 1 ngày nhận_dạng khuôn_mặt nhạy tiện luôn à tắt bớt thông_báo gỡ bớt ứng_dụng máy chạy nhẹ_nhàng,4,12/11/2019,Positive
xài cam on ban chất_lượng ổn nhân_viên bán hàng thân_thiện nhiệt_tình,3,16/02/2020,Positive
gần 1 năm dùng thấy mọi thứ quá hoàn_hảo pin thứ ngon máy đơ bao_giờ,5,20/04/2018,Positive
dùng 1 tháng cực update chơi game sao ngón ok sạc nhanh pin lâu pubg lq ff cod quá mượt lâu_lâu giật tí thôi chất_lượng gia_công ko tốt ở máy hơi ọp_ẹp 2tr quá oke,5,28/03/2020,Positive
mua thế_giới di_động thị_xã an_khê gia laiqua 48h sử_dụng cảm_nhận máy đẹp mượt hợp mình làm vlog camera chụp hình quay video đẹp nhân_viên nhiệt_tình dễ thươngpin trâu nha mọi ngườisau bình_luận tiếp nha quá đẹp sang_trọng,5,13/01/2020,Positive
ưu_điểm cấu_hình đến vẻ bề_ngoài duy_nhất thấy ko hài_lòng lắm độ nhạy hơi cao mất_công tìm_tòi chỉnh camera quay_phim ko góc rộng chụp ảnh nhàm,5,13/11/2019,Positive
sản_phẩm tốt mượt ios 13 bao ngon luôn mình dùng 7 tháng pin còn 97 nói_chung ok ngon trong tầm giá tội lte hơi yếu,5,23/09/2019,Positive
em mua ip7plus 3 tháng dung_lượng pin còn 98 mong giải_đáp ạ,4,13/12/2019,Negative
nhận máy bữa ngày 7 dùng đi xíu quay tự_động tắt nguồn lấy máy tới giờ máy 1 lần duy_nhất máy mong tgdd trả_lời nhanh dùm mình hay lỗi phần_mềm tgdd trả_lời nhanh dùm mình nha,4,14/04/2020,Negative
mua về xài 5 tháng thấy ok pin lâu hết sạc nhanh tầm 2 tiếng camera đẹp máy mạnh chơi game ok pubg mobile liên_quân mượt đáng đồng_tiền,4,17/04/2020,Positive
mới mua con về sao sóng nó yếu hai hoặc ba nấc ko nổi nất 4 ưng mất hết sóng luôn ưng ngườin khác gọi thuê_bao trong ko tắt nguồn v bên cửa_hàng chịu đổi ko ạ,3,25/06/2020,Negative
sản_phẩm tốtnhân viên nhiệt tìnhđặc biệt chị vy tgdđ ở trần hưng đạo kon_tum tư_vấn hỗ_trợ nhiệt_tình,5,1/5/2020,Positive
ai lỗ nge loa ngoài máy sài 2 tháng ko rơi_rớt hay va_chạm ì,1,20/04/2020,Negative
máy thiết_kế đẹp sang_trọng nóng lời đồn g90t ngon ai băn_khoăn xúc mau nha liên_quân full settings mượt nóng,5,13/05/2020,Positive
sản thiết_kế đẹp mỏngcảm ứng mượn chụp hình cực đẹp thiết_kế sang_trọng mình thích sản_phẩm,5,16/10/2018,Positive
máy xài ôk tuy mua ở tgddmáy pin cầm xài trung_bình hơn 1 ngày dàicảm thấy rát ok,5,31/03/2020,Positive
sámung a71 sài thì cũng ok tai_nghe thì quá tuệ từ đó giờ mjh dùng nhiều điện_thoại và tai_nghe rồi chỉ thấy con a71 này là quá dở,3,9/4/2020,Negative
may xài 3 tháng ổn cấu_hình mạnh chơi game tuyệt đáng đồng_tiền nhân_viên phục_vụ tốt,5,5/5/2017,Positive
mình chạy xe_ôm công_nghệ grab mình đổi giồng máy realme xiaomi redme note 8 vivo s1 sử lý ứng_dụng chậm bác sóng 4g iếu định_vị đúngnhờ e nhân_viên vở giới_thiệu sản_phẩm vivo y19 tốt hơn loại máy sản_phẩm hãng khác vivo y19 chê,5,13/03/2020,Positive
pin trâu giải_nhiệt tốt chơi game mobile legends full độ hoạ ko nóng sạc nhanh camera tạm đc ko quên nói nhân_viên tận_tâm nhiệt_tình,5,9/7/2020,Positive
quét vân tay chậm đổi nhận_diện quá nhanh pin tốt bạn tận_tình ai kinh_nghiệm chụp ảnh cài_đặt mách mình thanks ps trải nghiệm hơn 48h,5,9/12/2019,Positive
mới mua một em trưa nay nhân_viên phục_vụ tận_tình giao hàng tận nói_chung là good,5,16/04/2017,Positive
phím back_vẻ nhạy lắm pin xạc 23h30 tới 5h30 sáng pin 20 80 pin 5000 vẻ dùng ngày thôi,2,14/03/2020,Negative
đúng giới_thiệu cắm tai_nghe bắt radio âm rè rè cắm tai_nghe mới nghe radio,1,2/2/2020,Negative
máy thường đơ lag quárất tệdc pin trâuthật sai_lầm mua con,1,20/12/2019,Negative
ở bên tay màn_hình vết kẻ đen saoở chỗ âm_lượng mong tư_vấn tôi mới mua song,2,15/05/2020,Negative
máy mượt chơi game tốt ko lag pin trâu camera chụp đẹp đa_nhiệm tốt,5,15/08/2020,Positive
sản_phẩm tốt máy nhanh mượt đẹp nhân_viên phục_vụ hướng_dẫn tận_tình hài lìng 100,5,1/5/2020,Positive
mình mua máy dc gần 2 tháng mình xài thấy ổn mng pin sử_dụng ít 2 ngày mình sạc một lần còn sd xài trong tg sáng đến tối luôn 1011h mọi thứ ok chụp ảnh hay call video hơi nóng máy một_chút,5,9/7/2020,Positive
sai ổn đinh chơi đc tất_cả game mình mua máy thg 5 2019 h đc mua sim 260 k ko zay ad,5,13/12/2019,Positive
sài tốt tất_cả tốt hài_lòng người việt nam dùng hàng việt nam ủng_hộ hàng việt_nam,5,4/8/2020,Positive
tuyệt máy sài mượt sắc nét chụp ảnh đẹp nhân_viên thân_thiện nhiệt_tình,5,14/04/2018,Positive
em hỏi chỉnh cử vuốt lần vuốt màn_hình chính nó hiện 2 góc_cạnh bên làm s mất v e định chụp gửi k dc vs s máy e đêm giảm 34 pin v e chỉnh nhầm j k e ms mua đc 45 ngày,4,2/7/2020,Negative
khoảng nửa tháng sai thấy mọi thứ oke lâu_lâu vao mesing nt tự_nhiên vặng k hiểu j mọi thứ ok,5,7/5/2020,Neutral
ai chê con bằng dòng s20 samsung xem sam chắc hơn màn camera cấu_hình con ăn chắc,5,4/5/2020,Neutral
tuyệt với cầm máy chắc_chắn đầm tay ngoại quan đẹp sang trong trông rút men,5,25/09/2019,Positive
dùng một năm okcảm giác ngày đầu dùngcân mọi loại gamecamera trc hơi tệ xíu,5,27/03/2020,Positive
sản_phẩm thiết_kế đẹp pin trâu chơi game mượt ngoại_trừ phím cứng hơi khó phản_hồi nhận ko loa ngoài nghe ở âm_lượng nhỏ rè nói_chung mất kia ở tầm giá cấu_hình thiết_kế quá ngon ko đòi_hỏi,5,19/03/2020,Positive
pin chán thật wifi bắt kém cấu_hình nâng cao chạy k bằng máy cũ nói_chung k mua lưới reno 2f,2,21/02/2020,Negative
máy update mui 1035 sao sài_thấy nóng hảo pin bản cũ mua ở tgdd 1028,4,14/05/2019,Negative
16112019 đuợc tận_tay_cầm redmi note 8 pro máy đẹpchụp ảnh okgame khỏi bànk nóng ytb,5,16/11/2019,Positive
điện_thoại tôi mua 5 tháng h camera mở dc camera sao bt lỗi phâm cứng hay phầm miềm,3,19/08/2019,Negative
ý_kiến riêng tôi máy_viên pin trâu 5000 mah chơi game ổn thể gọi mượt tầm giá thuộc phân khúc giá rẻ nói mượt thứ hai về giải_trí xem phim ở mức_độ bth máy trang màn hinh ips lcd độ phân_giải hd xem phim bật 720p thứ ba wifi bth thứ tư màn_hình hơi ám vàng tím vân tay nhạy thứ năm loa tạm ổn to_nhỏ đủ nghe cuối về camera máy tích_hợp cảm_biến chính vs độ phân_giải 13mp phụ 8mp 2mp chụp ảnh thể gọi tạm,5,25/06/2020,Positive
mua 2 tháng tốt ngon 3 nhượt điểm 1 chơi free fire pubg tốt ở tựa game free fire hình_ảnh tối_ưu đc mặc_dù setting cao max chất_lượng hình_ảnh đưa khá xấu đồ_họa tối_ưu tốt ở tựa game pubg ổn k quá ngon ping k ổn_định k wifi hút wifi kém còn ở liên_quân k chê 2 chơi game nóng mặc_dù k ở thời tiếc nóng lq free fire ít nóng chơi pubg tới 41 độ k biết game hay điện_thoại 3 652 hd quá tệ k đòi_hỏi thêm về tầm giá màn_hình rổ khá nhìn ảnh khá rổ,3,27/04/2020,Negative
nhân_viên nhiệt_tình khach hàng mình hài_lòng ngoại_hình máy đẹp camera chụp ảnh đẹp pin trâu mang hình đẹp mình thích vivo v19 nay,5,6/5/2020,Positive
mình mới mua một tuần máy mượt pin dùng 15 ngày màn_hình đẹp dễ sử_dụng camera tốt,5,14/06/2019,Positive
mới mua hôm pin trâu camera sát nétgame liên_quân ngon khỏi bàncho 4 saothêm 1 sao nhân_viên nhiệt_tình 5 sao,5,20/10/2019,Positive
máy mới mua về xài tốt pin trâu tụt hơi nhanh vân tay khá nhạy màn_hình ổn nói_chung ok,4,15/07/2019,Positive
máy lỗi nhất wifi danh bạloa điện_thoại quá nhỏ camera xứng_đáng 1 sao,1,17/02/2020,Negative
mới mua 3 ngày máy củ sử_dụng giá 8t5 bảo_hành 10 tháng đánh_giá giá tiền dòng máy quá ok vân tay hơi chậm nhanh màn_hình sạch ko dính vân tay camera đẹp pin sạc siu nhanh quay video chống rung tốt chụp ảnh ok mình ích chụp ảnh giá tiền mình bỏ thấy quá ok dc thêm bút spen còn nhận khuôn_mặt mình thấy nhanh_nhạy sao thấy ai củng chê nhỉ mình thấy bao nhanh,5,30/05/2020,Positive
máy ok chụp cận_cảnh 35 cmcòn vật lẽ bây mất ko chụp đượcloa to rung mặt lưng ốp,4,13/01/2020,Negative
dây sạc đt sạc ko vô chập_chờn ghi thông_báo sạc bằng cáp ko sạc siêu nhanh bên tgdd bảo_hành khộng ạ,5,2/5/2020,Negative
pin trâu pubg max setting ok k giật lag pin trâu nóng youtube tiis tiền camera chụp ảnh ổn,4,10/1/2020,Positive
sản_phẩm dùng tốt bền đẹp ưng_ý nhân_viên nhiệt_tình hướng_dẫn sử_dụng dễ hiểu ủng_hộ điện_máy xanh,5,19/08/2018,Positive
mới mua xài bá chấycảm ứng 90hz qá mượt k 1 lag giậttốc độ nhah vãi chưởngloa topin trâusạc cực nhanh 30p 70 pin xài vi vulq max phà phàxài cả ngày k thấy hết pinqá ổnqá tốtngon hơn note 8 pro nhìuae nào mún muacứ mua nhaqá tuyệtlựa chọn k tồi,5,6/7/2020,Positive
em mua đt 3 tuần ạ tất_cả tốt chụp hình siêu đẹp tuy_nhiên khoảng lâu hay đơ hoặc ko cảm_ứng khuyên chơi pubg lq hay ff setup đồ_hoạ trung_bình chơi bao ngon luôn nói_chung a51 mua,4,6/5/2020,Positive
máy nokia 23 em mua một tháng thấy máy tốt pin trụ lâu cầm_chắc_chắn bền giá rẻkhuyên mọi người mua máy sử_dụng đi ạ,5,12/3/2020,Positive
máy khá đẹppin khá trâuvân tay khá nhạychơi game khá mượtcamara chụp khá đẹpsạc pin khá nhanhnhân viên khá tốt,5,28/04/2020,Positive
máy dùng tạm ổn thiết_kế đẹp pin trâu nói_chung hài_lòng về sản_phẩm đặc_biệt gái tgdd xinh,5,17/04/2020,Positive
chơi liên_quan tạm đc tung chiêu thị cảm_ứng ko ăn thật vọng về game còn phần khác ok,4,10/10/2019,Negative
điện_thoại mình mới mua hôm hết pin sạc 7 tiếng đầy pin nói sạc nhanh thua điện bình_thường nghĩ mua điện_thoại,2,21/06/2020,Negative
nói_chung trong tầm giá sản_phẩm dùng khá tốt chiến game mượt đôi nóng hiện_tượng giật lác camera chụp khá đẹp còn camera chụp nét lắm dung_lượng pin người nói nó tụt nhanh tui thấy nó trâu lắm sử_dụng 8giờ đến 4 giờ chiều mới hết máy dễ nóng,5,13/07/2019,Neutral
tất_cả tuyệt_vời điểm yếu duy_nhất pin 4000 mah tụt khá nhanh,5,28/07/2019,Neutral
máy xài quá okko uổng công đợi máy đến giờ gần 2 thángmáy nhìn đẹp sang_trọng,5,17/04/2019,Positive
mình dùng đc 1 tuần xem video youtube bằng 4g ban_đầu 8 phút1 đến hôm_nay còn 7p1 văng app 1 lần sóng 4g hay nhảy xuống 3g sóng chỗ mình yếu máy cũ mình lần nào gọi video ng mình giống bệnh vàng da còn thấy vấn_đề,4,11/8/2020,Negative
máy mới mua về tốt cảm_ứng mượt touch id nhạy camera sắc nét nói_chung tuyệt nhân_viên vui_vẻ,5,10/7/2018,Positive
máy dùng quá ok luôn hôm mình mới mua cảm_nhận hàng đẹp nói_chung ok,5,28/04/2020,Positive
đt sài_ok nha mn pin ko quá nổi tệ 4000msh à kêu đau bằng 5000 nói_chung ok mik sài đc gần 1 tháng thấy ok,5,8/6/2020,Positive
sản_phẩm tệ ban_đầu_đọc đánh_giá mọi người hơi hoang_mang mua trải nghiệm bây_giờ mới thấy cực_kì hối_hận xài 3 ngày thực muốn điên luôn pin 4000mah xài còn chẳng nửa ngày vân tay ngày đầu mấy ngày ko nhận_dạng dùng mật_mã thường khe sim tự_động tháo sim lắp sim 2 3 lần mới dùng trong sim lắp con j7 prime xài ngon_ơ phím cảm_ứng mượt ko nhạy camera chống rung tệ cực_kì còn nói quá tệ 1 con đt giá gốc gần 8tr,1,23/03/2020,Negative
nhân_viên phục_vụ tốt máy sài ngon chơi game mượt pin trâu vân tay nhạy nói_chung ok,5,17/06/2019,Positive
điện_thoại loa bé quá ram 8g cảm_giác bằng ram 6g pin 5k sụt khá nhanh,3,4/10/2019,Negative
máy hay đứng lâu_lâu còn lắc màng hình bấm ăn vân tay đc,3,11/9/2019,Negative
dùng đc hơn 1 tháng cảm thấy biết siêu phẩm hay khỉ khô dùng chán đời vô màu loè_loẹt camera xấu chậm chậm đơ đơ nhận vân tay chậm nhận_diện khuôn_mặt mặt ai đưa mở đc nói_chung đồ tàu khựa khác pin yếu đánh liên_quân giật dùng bộ_gõ tiếng trung lỗi nói_chung đừng ai mua,1,5/8/2020,Negative
mua dc 4 tháng xài tới giờ ok game liên_quân hay pubg ko lag chụp hình ok hài_lòng sản_phẩm luôn ủng_hộ vivo,5,2/3/2020,Positive
thế_giới di_động làm_ăn đt đem về sài bỏ_túi quần 1 ngày cong đem 1 đổi 1 ko chịu mọi người tẩy_chay đừng sài_dòng,1,30/09/2019,Negative
mua 3 ngày nói_chung tất_cả tốt nhân_viên đến máy_trừ pin hơi nhanh một_tí thế thông_cảm màn_hình lớn 4 sao,4,15/07/2020,Positive
pin nhanh hết quá mình check email kiểm_tra tin nhắn pin mau hết j7 2016 mình xài pin tệ hơn mình mới mua 2 tuần,1,14/02/2020,Negative
thật ngờ sản phảm giá tầm trung hiệu_năng tốt đến,5,2/4/2020,Positive
máy a70 mình lỗi ic sạc giờ muốn đổi sao dùng điện_thoại lỗi chán ghê,3,11/10/2019,Negative
mới mua đc mấy pữa chơi game clash of clans k cũg nóg máy còn hơi giật gặp còn chơi liên_quân hk pjt s àk ram 8g ảo quá cảm_thấy k hài lòg chắc đổi quá,2,10/3/2020,Negative
mới mua máy 2 ngày dùng tốt pin trâu 1 ngày mới sạc dùng lướt web ứng_dụng mạng xã_hội ổn_định chơi game liên_quân ổn giật lác bắt sóng khoẻ,5,2/6/2020,Positive
quả pin trâu mới đôi đơ ko hiểu lí mặc_dù k chơi gamemới mua 1 tuần trải nghiệm,3,1/9/2019,Neutral
màn_hình nói đẹp hoàn_hảo loa ngoài bình_thường pin ngon sạc 2h đầy pin cục sạc cổng c to c quá còn cảm_biến vân tay bạn cài tối_đa 3 dấu vân tay bạn cài ngón chính 3 dấu luôn nha đảm_bảo bạn nó nhận chính_xác luôn nhớ xoay ngón tay 360 ° ok mình ko thấy loạn cảm_ứng hết kkkk chơi pubg ngon màn_hình 209 đầu_tiên luôn xem phim chiếu rạp bao phê,5,29/06/2019,Positive
mình mua 10 ngày sài thử thấy samsung a70 ok tốt đừng nghe lời mấy người kia nói samsung a70 đồ tàu,5,11/6/2019,Positive
cấu_hình mượt nhờ gpu turbo chơi game thíchpin củg trâu lướt web fb chơi game 7h 100 tuột còn 65 lướt web lâu quay về màn_hình chính hơi đơ một_chút nói_chung ổn,5,9/7/2020,Positive
mua về sử_dụng hơn 6 tháng đến nay cảm_nhận máy chạy mượt ổn_định cam chụp ban_ngày đẹp chụp buổi tối thiếu sáng bức ảnh bình_thường pin trụ lâu muôn mua thêm phiên_bản màu đỏ mua về xài ko hết thích cây đỏ,5,26/06/2017,Positive
mua đc nửa tháng mọi thứ bình thườngnhưng pin mới mia khá khỏe 2 tuần sụt pin hơi hao,3,28/06/2020,Negative
ae ko mua con sài còn thua iphone6 wifi 3g bắt sóng quá tệ sai_lầm bỏ tiền mua con,2,28/12/2019,Negative
hài_lòng pin trâu nhân_viên nhiệt_tình trung_thành tgdd mua máy 1 tuần sử_dụng ok,5,7/10/2019,Positive
máy sài thời_gian đầu ok đc 1 tháng pin tụt máy nóng kinh_khủng bỏ 7tr mua thấy k đáng hài_lòng,3,12/5/2020,Negative
mua máy vivou10 tầm nửa tháng mình mua 3990k phụ_kiện gồm ốp lưng miếng dán mặt cảm_ứng cây lấy sim trãi nghiệm ổn nha chơi liên_quân trận tốn 13 pin thôi ae mua chơi game thấy máy ok camera bằng 5 nokia loa nghe khá ổn cảm_ứng mượt bằng nokia nha chơi game nó hơi rít chậm pin trâu thiệt à còn sạc pin nhanh khoảng 2h 100,4,13/03/2020,Neutral
mới mua tuần quá tệ chơi game hạn_chế đủ thứ camera ko sắc ko google thiếu đủ thứ thất_vọng,1,9/8/2020,Negative
quá tốt sản_phẩm sạc nhanh cấu_hình okvân tay nhạy thiết_kế mỏng nhẹ_tay good,5,15/03/2020,Positive
mấy b nào nói ximiao not 8 chụp hình hơn con mấy b biết cách chỉnh_sửa ảnh nhémình đi mua sánh camera 2 concon sắc nét màu thực hơn nhécòn muốn đẹp hơn vô chỉnh_sửa hình_ảnh ok hơn,4,19/05/2020,Positive
mới lấy máy đc 1 ngày dùng tốt pin khỏi nói chiến game tốt mình thấy thiết_kế tổng_thể đẹp đối_xứng nhân_viên điện_máy xanh nhiệt tìnhko biết nào giờ thấy ok,5,5/4/2020,Positive
máy sài tốt camera chụp hình đẹp mướt_sao hai loa đt nge v,4,14/05/2019,Positive
mua máy 2 ngày sử_dụng sản_phẩm okrất mượt chiến game ko lagko bình_luận chê_bai nọ cảm_ứng vân tay màn_hình ko nhạy mấy còn tất_cả mọi thứ ok,5,13/06/2019,Positive
lướt w quá tệ trang chặn 23 lần mới đc nhất trang tienphong online tuoitreonline cảm_ứng kém dùng thêm miếng dán sử_dụng bực_mình ý_định đổi trả dùng máy khác nhờ ad tư_vấn,1,28/09/2019,Negative
máy sài ok sạc pin nhanhchạy mượt cấu_hình mạnh giá tầm trung_điểm nào chê,5,2/11/2019,Positive
mới dùng đc 2 ngày cảm_thấy pin trâugame mượt chơi ko nóng youtube nói nói số 1 trong tầm giá,5,6/12/2019,Positive
còn lỗi lặt_vặt redmi note 9s quá máy mình sóng khá yếu ko nhận cuộc_gọi đến bắt wifi kém pin tuột nhanh chậm ko ổn_định bạn còn lỗi sập nguồn hở sáng màn_hình mình nhận máy 7 ngày_ngày nào thấy vui hết giống bỏ tiền rước cục nợ về đem máy đi kiểm_tra bảo_hành buồn thật,1,12/4/2020,Negative
chán ngoài thành_thị kh cục sóg nào quá tệ trc hay xài sam sung lắm h thấy thất vọg gần 8tr uổng,1,7/2/2020,Negative
mình mua máy sp mới máy pin_khỏe chụp ảnh đẹp đáng_giá tầm phân khúc,5,27/11/2019,Positive
